state,w,b
000101100000010000000020000120020001112232210100010000000000001000010000000111000,0,1
000010001000002000000010000000102000111003001000220200000002000000010000100010000,2,0
021001000103000000010002000000100000000002211000020001001020000000010000000011000,0,1
000100100000010010020001000100020201012202001102000000020000003000010001000110010,2,0
000100000000000000000200000002000000000300011002002001010000000200010000000000000,2,0
002111000000200100001320010000020001100000100010000001010010002001000000000101200,1,0
000011000001000000000120000102002001110030211001202001000020000000010000000011000,0,1
010000000000000000001001000002110001102301001000010000000000000000200000000110000,1,0
000000000000000100010000010010002200000000300001200000000020000001000000000000000,1,0
000000000000000000000200000102000000112001001002031000000220000000000200000000000,2,0
000010000000000000010001000100002100100000001001021000000123100000000000000110100,0,1
000110000000011000000000200100020000110131001000012001000002100001102000002000100,0,2
002101000000000000000100000100302000112201011100020001000020000000010000000110000,0,2
000011000001002000000100010100000000112200201100020000000000020000010301000110100,1,0
100011010000010000000020000100020001112232201100020001000020000000010000000111000,2,0
010000011100000110110020100002020000002230000000202200010000010001000100000111000,1,0
000011000000010000000020000100200001110030211001012000000000000000000000000101000,0,2
000010000010000000000131000001100101010001000001000000000000000000000000000110000,0,1
000111000000010000010020010100022001102200100100020001000023000000010200000111000,1,0
000110000000010000000021000100200001112231011100020001002000000000010000000110000,1,0
000100002000000000002001100000020200100003201000002000000221100000010000000100000,2,0
100111010000000100000020000000202001102000201100202001010300020100010000000101000,2,0
000000010000000020000010131000000100110002000002020001000020000000010000000111000,0,1
001001000000000000013000000100020001000202211100020001000020000000010000000111000,2,0
001000000000010000000020010000000001112000001000030000000012010000000000000111000,0,1
000101000001010000010000020100032001102202001100020200000002010000000100000110000,1,0
000011000000010000010002000100200001100032211100020001000100000100000000000111000,0,1
000100000000000000100001000002030200102200000100020001000020000100010000000111000,2,0
000000001000000000001020100001131000000001001000111000001000100002000000000000001,0,2
000000000010000010100000001000000000100000000001202000103022101012200010001010100,0,1
000100000000010000001220100100203100102200001002000000001101000000000100000000000,0,2
000010000000001000001102110012200021003000210011200000000122010000000100000011000,0,2
000010010000000200002002300001000000112200000100020000000020000000000000000110100,1,0
010010000000000000101000000000011000001003110100001000000001100020000002001000000,0,1
000011000000000000000100010001210000110000201001020000000022301000000100000111000,0,1
000000100001000020010002000100000301102202000100020000000020000001000100000101000,1,0
002000000200000100001000000003010100002000001000100001010000010001000000000001000,0,2
000111000021000000000100000100020001100000210000001000010023010001010000000011000,0,1
000111000001000000010000010000012001102302201100020001000020000001200000000111000,1,0
100111010000010000000020000000202001112030201100202001000020000100010000000101000,2,0
001000000000000000000100000000001001001100101100010301000201200000000100000000000,0,1
000111000000010000000020000100020001112230001100022001000020000000010000000111010,0,2
000010000001000200000000000100231020112200000100020000000002000000000000000000000,1,0
000011000000010000000100000000200100112000100103002100000100200000010000001001000,0,2
000000000001000010000101001001010100000002200001300200101001201000000100011000000,0,1
000011000000000000000100000000100000001000100020000000000012310000000101000000000,0,2
010000000011000000010100000000002201000130201000010201010000010001000000000111000,0,1
000010000001100000000201000100020100110002011100220100003020000002010000000111000,2,0
000010000000000000001021000001000100112203001102000000000020001000010200000111000,0,2
000010000002010000010001000100230000100201011100020001000020000000010000000110000,0,1
000010001200010000000031000000200000002002211000100001000002000100000000010110000,2,0
000011000000010000000020000100101000112203211100022001000020000000010000000111000,0,2
101000100010000000010101001000000300000000200001010000000100010000000000100000000,0,1
002000000000111010010020001000000200101032001110020010000002000000200000100010000,0,2
000110000000000001000021000102000100110000001001230011000021000000000100000010000,0,1
000111000000010000000020000100220001110002211001200301000020000000010000000010010,2,0
000011010000010000000020000100101000112200301100022001000020000000010000000111000,0,2
000011000000000000010100000102020001100232201100020001000020010000010000000111000,0,1
000110000000010000001020000100220001103101011100001000000000200000001000020011000,0,2
001111010000000000100020001000002000012232000000020201000000002100000000000100010,1,0
000011000000000100010100020001020001102302211100020001000220000000010000000111000,0,1
000011000000010000002002000001031000110100011100020100000220000000010000000111000,0,1
002011000001000000000100000020000100110002000103000100000100000000000100001001000,0,2
000100002000000000002001100000203201100000200000002100000221000000010000000100000,2,0
010010000000000000101020100001201100001003010101000000000201100020010000000100002,0,1
000010010000000100010020000120000000100000201101000001200000301000002000000110100,1,0
000010000000000001000101000001000100100100001000010301000001000000000100000010000,0,1
000110010010000100010002000002200201102232001000200000010000110001000000000111000,1,0
001000001000000000122010010000130110001000000110000000000010120200001000000000000,0,2
000111000100000000000000000100020001112232211100020001000020000000010000000111000,0,7
000011000000010000000020000100020001110132011100000001000210200000200000001011000,0,2
000101000000010100010020010000020000102230001102000001010000020001000200000110002,0,1
000111000000010200020000000100202001112031101000101000000020000000010000000110000,0,1
000000000002000000000001000002130201010000000000000001000100010000000000100100010,2,0
000001000000000201000112310100201000110000001001010001000001020000000100000000000,0,1
000011000000000000000100010001010200100100001001020000000022301000000100000111000,0,1
000000110100001010200020000020200000000130200001000000000110000000000002110000010,2,0
000011000000110000000022000000120001110131011000010001000000000000010000000010020,0,2
000111000000000100010023001100020200102200001000020201000100200000000100000010000,1,0
001011000100000000000002000102002001110130001100021000000020000000010000000011010,1,0
001011000000000100010000010000002001000232001100020001010000002001000000000101200,2,0
000010110000010000000100100001232001100202001000011000000100000000000100000110000,0,2
000110000000000100000000110000000000000000100000000000010002000001000000000000310,1,0
000011000001002000000100010100000000112200001000001200000010320000000010000110100,1,0
000110000000010000001020000100220001100301011100101000000000200000001000020011000,0,2
000010000000010000010001000000000000101000010100020100001000301000000100000001000,0,2
001011000000010000000020000000120001110232201102000000000022100000010000000011000,2,0
